    id      t_sec       phi_rad    lambda_rad           h_m       psi_rad     theta_rad        xi_radsaved (Y/N)
  7070   +707.000  +0.752422563  -0.130576330  +1291.152396    +2.2299076    -0.0287930    -0.1747103    +1
  7071   +707.100  +0.752422276  -0.130575811  +1291.126877    +2.2241579    -0.0291006    -0.1745859    +1
  7072   +707.200  +0.752421991  -0.130575289  +1291.100332    +2.2181846    -0.0287543    -0.1745179    +1
  7073   +707.300  +0.752421709  -0.130574766  +1291.072843    +2.2119629    -0.0278310    -0.1745618    +1
  7074   +707.400  +0.752421429  -0.130574240  +1291.045035    +2.2056773    -0.0268897    -0.1747597    +1
  7075   +707.500  +0.752421150  -0.130573711  +1291.017661    +2.1996050    -0.0264231    -0.1750785    +1
  7076   +707.600  +0.752420875  -0.130573181  +1290.991174    +2.1938252    -0.0265251    -0.1753995    +1
  7077   +707.700  +0.752420601  -0.130572648  +1290.965597    +2.1881383    -0.0270813    -0.1755738    +1
  7078   +707.800  +0.752420330  -0.130572113  +1290.940677    +2.1823589    -0.0275612    -0.1756864    +1
  7079   +707.900  +0.752420061  -0.130571576  +1290.915617    +2.1765111    -0.0272557    -0.1758583    +1
  7080   +708.000  +0.752419794  -0.130571037  +1290.890238    +2.1707928    -0.0264339    -0.1760652    +1
  7081   +708.100  +0.752419530  -0.130570495  +1290.865408    +2.1653396    -0.0256654    -0.1761649    +1
  7082   +708.200  +0.752419268  -0.130569952  +1290.842232    +2.1600903    -0.0256679    -0.1760920    +1
  7083   +708.300  +0.752419009  -0.130569406  +1290.820740    +2.1548078    -0.0262952    -0.1758936    +1
  7084   +708.400  +0.752418751  -0.130568858  +1290.799726    +2.1492271    -0.0265001    -0.1756576    +1
  7085   +708.500  +0.752418497  -0.130568309  +1290.778734    +2.1432793    -0.0260552    -0.1754887    +1
  7086   +708.600  +0.752418244  -0.130567757  +1290.758146    +2.1370969    -0.0252067    -0.1754455    +1
  7087   +708.700  +0.752417994  -0.130567203  +1290.738802    +2.1309342    -0.0243792    -0.1755060    +1
  7088   +708.800  +0.752417746  -0.130566647  +1290.721527    +2.1249572    -0.0241489    -0.1755421    +1
  7089   +708.900  +0.752417501  -0.130566089  +1290.706417    +2.1191737    -0.0245311    -0.1755142    +1
  7090   +709.000  +0.752417258  -0.130565528  +1290.692734    +2.1134266    -0.0248476    -0.1754179    +1
  7091   +709.100  +0.752417017  -0.130564966  +1290.679617    +2.1074433    -0.0245766    -0.1752091    +1
  7092   +709.200  +0.752416779  -0.130564402  +1290.667297    +2.1011809    -0.0241628    -0.1749623    +1
  7093   +709.300  +0.752416543  -0.130563836  +1290.656232    +2.0947660    -0.0239918    -0.1748110    +1
  7094   +709.400  +0.752416310  -0.130563268  +1290.646252    +2.0882843    -0.0237455    -0.1748463    +1
  7095   +709.500  +0.752416079  -0.130562698  +1290.636839    +2.0818911    -0.0231740    -0.1750393    +1
  7096   +709.600  +0.752415850  -0.130562126  +1290.628002    +2.0758650    -0.0224446    -0.1753144    +1
  7097   +709.700  +0.752415624  -0.130561552  +1290.620166    +2.0703550    -0.0220667    -0.1754665    +1
  7098   +709.800  +0.752415401  -0.130560977  +1290.613415    +2.0652403    -0.0219812    -0.1754413    +1
  7099   +709.900  +0.752415180  -0.130560399  +1290.607826    +2.0603249    -0.0221050    -0.1752732    +1
  7100   +710.000  +0.752414961  -0.130559820  +1290.603205    +2.0554704    -0.0224604    -0.1750268    +1
  7101   +710.100  +0.752414745  -0.130559239  +1290.598970    +2.0504996    -0.0228570    -0.1747229    +1
  7102   +710.200  +0.752414531  -0.130558656  +1290.594448    +2.0452584    -0.0229797    -0.1745167    +1
  7103   +710.300  +0.752414320  -0.130558072  +1290.589331    +2.0396618    -0.0226415    -0.1744437    +1
  7104   +710.400  +0.752414111  -0.130557485  +1290.583986    +2.0337406    -0.0221615    -0.1744869    +1
  7105   +710.500  +0.752413905  -0.130556898  +1290.579071    +2.0277319    -0.0222892    -0.1746745    +1
  7106   +710.600  +0.752413701  -0.130556308  +1290.574609    +2.0218143    -0.0228837    -0.1749790    +1
  7107   +710.700  +0.752413500  -0.130555717  +1290.570130    +2.0159733    -0.0233099    -0.1753169    +1
  7108   +710.800  +0.752413301  -0.130555125  +1290.565523    +2.0101750    -0.0235125    -0.1755311    +1
  7109   +710.900  +0.752413105  -0.130554531  +1290.560990    +2.0044310    -0.0239061    -0.1756170    +1
  7110   +711.000  +0.752412911  -0.130553935  +1290.556523    +1.9986568    -0.0246127    -0.1756108    +1
  7111   +711.100  +0.752412720  -0.130553337  +1290.551755    +1.9927662    -0.0252296    -0.1755563    +1
  7112   +711.200  +0.752412532  -0.130552739  +1290.546397    +1.9866904    -0.0251436    -0.1754817    +1
  7113   +711.300  +0.752412346  -0.130552138  +1290.540859    +1.9805073    -0.0246454    -0.1754781    +1
  7114   +711.400  +0.752412162  -0.130551536  +1290.535817    +1.9742508    -0.0242099    -0.1754594    +1
  7115   +711.500  +0.752411981  -0.130550933  +1290.531382    +1.9678381    -0.0239146    -0.1754089    +1
  7116   +711.600  +0.752411803  -0.130550328  +1290.527223    +1.9613957    -0.0238277    -0.1754415    +1
  7117   +711.700  +0.752411627  -0.130549721  +1290.523117    +1.9550914    -0.0241610    -0.1755490    +1
  7118   +711.800  +0.752411453  -0.130549114  +1290.518913    +1.9489980    -0.0248769    -0.1756523    +1
  7119   +711.900  +0.752411283  -0.130548504  +1290.514119    +1.9431322    -0.0252125    -0.1757246    +1
  7120   +712.000  +0.752411115  -0.130547894  +1290.508721    +1.9375264    -0.0251717    -0.1756623    +1
  7121   +712.100  +0.752410949  -0.130547281  +1290.502728    +1.9321410    -0.0249004    -0.1754885    +1
  7122   +712.200  +0.752410786  -0.130546668  +1290.495723    +1.9268043    -0.0241271    -0.1752212    +1
  7123   +712.300  +0.752410626  -0.130546053  +1290.488215    +1.9214082    -0.0233000    -0.1749274    +1
  7124   +712.400  +0.752410468  -0.130545437  +1290.481025    +1.9158801    -0.0228214    -0.1746491    +1
  7125   +712.500  +0.752410313  -0.130544820  +1290.474469    +1.9100562    -0.0225198    -0.1743982    +1
  7126   +712.600  +0.752410161  -0.130544201  +1290.468590    +1.9038156    -0.0220179    -0.1742701    +1
  7127   +712.700  +0.752410011  -0.130543581  +1290.463081    +1.8972787    -0.0208958    -0.1743874    +1
  7128   +712.800  +0.752409864  -0.130542960  +1290.457793    +1.8908286    -0.0196976    -0.1747367    +1
  7129   +712.900  +0.752409719  -0.130542338  +1290.453112    +1.8847297    -0.0193253    -0.1751597    +1
  7130   +713.000  +0.752409577  -0.130541715  +1290.449222    +1.8789423    -0.0198167    -0.1755308    +1
  7131   +713.100  +0.752409438  -0.130541091  +1290.445603    +1.8732074    -0.0203552    -0.1756768    +1
  7132   +713.200  +0.752409302  -0.130540466  +1290.441775    +1.8674268    -0.0206820    -0.1756728    +1
  7133   +713.300  +0.752409168  -0.130539840  +1290.437379    +1.8616371    -0.0210495    -0.1756476    +1
  7134   +713.400  +0.752409037  -0.130539214  +1290.431988    +1.8557941    -0.0215415    -0.1756117    +1
  7135   +713.500  +0.752408909  -0.130538586  +1290.425218    +1.8498694    -0.0221180    -0.1755923    +1
  7136   +713.600  +0.752408783  -0.130537957  +1290.416837    +1.8438960    -0.0225579    -0.1756412    +1
  7137   +713.700  +0.752408660  -0.130537328  +1290.407136    +1.8379766    -0.0228087    -0.1757094    +1
  7138   +713.800  +0.752408540  -0.130536698  +1290.396529    +1.8321487    -0.0229833    -0.1757698    +1
  7139   +713.900  +0.752408422  -0.130536067  +1290.385139    +1.8263588    -0.0231113    -0.1757430    +1
  7140   +714.000  +0.752408307  -0.130535435  +1290.372986    +1.8204698    -0.0230579    -0.1756517    +1
  7141   +714.100  +0.752408195  -0.130534803  +1290.360222    +1.8144904    -0.0227550    -0.1755844    +1
  7142   +714.200  +0.752408086  -0.130534170  +1290.347108    +1.8085534    -0.0220867    -0.1755486    +1
  7143   +714.300  +0.752407979  -0.130533536  +1290.334146    +1.8027103    -0.0210255    -0.1754670    +1
  7144   +714.400  +0.752407875  -0.130532901  +1290.322111    +1.7970625    -0.0201587    -0.1753134    +1
  7145   +714.500  +0.752407774  -0.130532266  +1290.311378    +1.7916783    -0.0197872    -0.1752081    +1
  7146   +714.600  +0.752407676  -0.130531630  +1290.301809    +1.7863196    -0.0194023    -0.1750617    +1
  7147   +714.700  +0.752407580  -0.130530994  +1290.293704    +1.7806579    -0.0184867    -0.1748790    +1
  7148   +714.800  +0.752407488  -0.130530357  +1290.288119    +1.7746751    -0.0174900    -0.1746914    +1
  7149   +714.900  +0.752407398  -0.130529720  +1290.285263    +1.7685037    -0.0169458    -0.1745589    +1
  7150   +715.000  +0.752407311  -0.130529082  +1290.284515    +1.7623341    -0.0169783    -0.1745545    +1
  7151   +715.100  +0.752407226  -0.130528443  +1290.285511    +1.7563521    -0.0177994    -0.1746237    +1
  7152   +715.200  +0.752407145  -0.130527804  +1290.287398    +1.7505378    -0.0192254    -0.1746763    +1
  7153   +715.300  +0.752407066  -0.130527165  +1290.289143    +1.7446313    -0.0204215    -0.1746116    +1
  7154   +715.400  +0.752406990  -0.130526525  +1290.290418    +1.7385324    -0.0211401    -0.1745087    +1
  7155   +715.500  +0.752406916  -0.130525884  +1290.290735    +1.7322969    -0.0214085    -0.1744249    +1
  7156   +715.600  +0.752406846  -0.130525243  +1290.290023    +1.7260188    -0.0214398    -0.1743707    +1
  7157   +715.700  +0.752406778  -0.130524601  +1290.288913    +1.7198644    -0.0217923    -0.1743628    +1
  7158   +715.800  +0.752406713  -0.130523959  +1290.287670    +1.7138881    -0.0225058    -0.1743419    +1
  7159   +715.900  +0.752406650  -0.130523317  +1290.285688    +1.7079447    -0.0228865    -0.1742264    +1
  7160   +716.000  +0.752406591  -0.130522674  +1290.282021    +1.7018381    -0.0225851    -0.1740026    +1
  7161   +716.100  +0.752406534  -0.130522030  +1290.276881    +1.6956279    -0.0225351    -0.1738047    +1
  7162   +716.200  +0.752406479  -0.130521386  +1290.271016    +1.6893427    -0.0232498    -0.1736784    +1
  7163   +716.300  +0.752406428  -0.130520742  +1290.264413    +1.6828644    -0.0239077    -0.1736438    +1
  7164   +716.400  +0.752406379  -0.130520097  +1290.256686    +1.6762575    -0.0236785    -0.1737030    +1
  7165   +716.500  +0.752406333  -0.130519452  +1290.247981    +1.6697489    -0.0225744    -0.1738977    +1
  7166   +716.600  +0.752406289  -0.130518807  +1290.239328    +1.6636999    -0.0217030    -0.1740960    +1
  7167   +716.700  +0.752406249  -0.130518161  +1290.231781    +1.6583497    -0.0219821    -0.1742536    +1
  7168   +716.800  +0.752406211  -0.130517515  +1290.225244    +1.6536469    -0.0231646    -0.1742908    +1
  7169   +716.900  +0.752406176  -0.130516868  +1290.218383    +1.6492683    -0.0243236    -0.1741294    +1
  7170   +717.000  +0.752406144  -0.130516221  +1290.209803    +1.6447856    -0.0247999    -0.1737781    +1
  7171   +717.100  +0.752406114  -0.130515574  +1290.199287    +1.6399130    -0.0249349    -0.1733709    +1
  7172   +717.200  +0.752406087  -0.130514927  +1290.186998    +1.6345404    -0.0249012    -0.1731650    +1
  7173   +717.300  +0.752406063  -0.130514280  +1290.173237    +1.6287754    -0.0247173    -0.1732685    +1
  7174   +717.400  +0.752406041  -0.130513633  +1290.158468    +1.6228006    -0.0244990    -0.1735889    +1
  7175   +717.500  +0.752406023  -0.130512985  +1290.142651    +1.6165985    -0.0239067    -0.1739673    +1
  7176   +717.600  +0.752406007  -0.130512338  +1290.126078    +1.6101916    -0.0231902    -0.1743125    +1
  7177   +717.700  +0.752405993  -0.130511690  +1290.109460    +1.6038016    -0.0228981    -0.1746837    +1
  7178   +717.800  +0.752405983  -0.130511043  +1290.093270    +1.5975911    -0.0230640    -0.1750783    +1
  7179   +717.900  +0.752405975  -0.130510395  +1290.077577    +1.5915982    -0.0232264    -0.1754218    +1
  7180   +718.000  +0.752405970  -0.130509748  +1290.062168    +1.5858288    -0.0230477    -0.1756350    +1
  7181   +718.100  +0.752405968  -0.130509101  +1290.047107    +1.5803556    -0.0227376    -0.1756972    +1
  7182   +718.200  +0.752405969  -0.130508454  +1290.032711    +1.5752549    -0.0225315    -0.1756464    +1
  7183   +718.300  +0.752405973  -0.130507807  +1290.019253    +1.5705049    -0.0225872    -0.1754825    +1
  7184   +718.400  +0.752405979  -0.130507160  +1290.006751    +1.5657963    -0.0226656    -0.1751821    +1
  7185   +718.500  +0.752405988  -0.130506514  +1289.994793    +1.5607915    -0.0221680    -0.1747925    +1
  7186   +718.600  +0.752406000  -0.130505868  +1289.983190    +1.5554095    -0.0211242    -0.1744047    +1
  7187   +718.700  +0.752406015  -0.130505222  +1289.972133    +1.5496576    -0.0197430    -0.1741435    +1
  7188   +718.800  +0.752406033  -0.130504576  +1289.962005    +1.5436735    -0.0186984    -0.1740301    +1
  7189   +718.900  +0.752406053  -0.130503930  +1289.953005    +1.5375691    -0.0182884    -0.1739902    +1
  7190   +719.000  +0.752406076  -0.130503285  +1289.945051    +1.5313925    -0.0181955    -0.1739938    +1
  7191   +719.100  +0.752406102  -0.130502640  +1289.938110    +1.5251907    -0.0179789    -0.1740399    +1
  7192   +719.200  +0.752406130  -0.130501995  +1289.932508    +1.5189015    -0.0174239    -0.1740525    +1
  7193   +719.300  +0.752406162  -0.130501350  +1289.928856    +1.5124941    -0.0168644    -0.1739793    +1
  7194   +719.400  +0.752406196  -0.130500706  +1289.927673    +1.5061251    -0.0166297    -0.1739878    +1
  7195   +719.500  +0.752406233  -0.130500062  +1289.929147    +1.4998463    -0.0162730    -0.1740645    +1
  7196   +719.600  +0.752406273  -0.130499419  +1289.933540    +1.4936454    -0.0155587    -0.1741436    +1
  7197   +719.700  +0.752406316  -0.130498775  +1289.940865    +1.4875939    -0.0145787    -0.1742473    +1
  7198   +719.800  +0.752406362  -0.130498133  +1289.950979    +1.4817281    -0.0135516    -0.1742960    +1
  7199   +719.900  +0.752406410  -0.130497490  +1289.963815    +1.4758839    -0.0125475    -0.1741936    +1
  7200   +720.000  +0.752406461  -0.130496848  +1289.979281    +1.4698682    -0.0117206    -0.1739225    +1
  7201   +720.100  +0.752406515  -0.130496207  +1289.997349    +1.4636127    -0.0115200    -0.1736795    +1
  7202   +720.200  +0.752406572  -0.130495566  +1290.017380    +1.4571204    -0.0116409    -0.1736643    +1
  7203   +720.300  +0.752406632  -0.130494926  +1290.038647    +1.4505077    -0.0115835    -0.1739177    +1
  7204   +720.400  +0.752406694  -0.130494286  +1290.060992    +1.4441499    -0.0115091    -0.1743461    +1
  7205   +720.500  +0.752406759  -0.130493647  +1290.084145    +1.4382181    -0.0114005    -0.1747676    +1
  7206   +720.600  +0.752406827  -0.130493009  +1290.107809    +1.4325525    -0.0114716    -0.1749873    +1
  7207   +720.700  +0.752406898  -0.130492372  +1290.131905    +1.4270187    -0.0120377    -0.1750189    +1
  7208   +720.800  +0.752406971  -0.130491735  +1290.155693    +1.4214928    -0.0129064    -0.1749238    +1
  7209   +720.900  +0.752407047  -0.130491099  +1290.177978    +1.4157867    -0.0136217    -0.1747488    +1
  7210   +721.000  +0.752407126  -0.130490463  +1290.198554    +1.4098452    -0.0140488    -0.1745635    +1
  7211   +721.100  +0.752407207  -0.130489828  +1290.217699    +1.4037583    -0.0142706    -0.1744557    +1
  7212   +721.200  +0.752407291  -0.130489194  +1290.235639    +1.3977111    -0.0144755    -0.1744094    +1
  7213   +721.300  +0.752407378  -0.130488560  +1290.252470    +1.3918705    -0.0148729    -0.1744424    +1
  7214   +721.400  +0.752407468  -0.130487927  +1290.267550    +1.3860866    -0.0150033    -0.1743910    +1
  7215   +721.500  +0.752407560  -0.130487294  +1290.280759    +1.3801771    -0.0149833    -0.1742023    +1
  7216   +721.600  +0.752407655  -0.130486662  +1290.292854    +1.3741603    -0.0154140    -0.1740472    +1
  7217   +721.700  +0.752407753  -0.130486031  +1290.304160    +1.3680263    -0.0162216    -0.1739789    +1
  7218   +721.800  +0.752407853  -0.130485400  +1290.314345    +1.3617544    -0.0166010    -0.1740961    +1
  7219   +721.900  +0.752407956  -0.130484770  +1290.323623    +1.3554985    -0.0163107    -0.1743944    +1
  7220   +722.000  +0.752408062  -0.130484140  +1290.333008    +1.3494426    -0.0158073    -0.1747375    +1
  7221   +722.100  +0.752408170  -0.130483511  +1290.343160    +1.3437012    -0.0153755    -0.1750032    +1
  7222   +722.200  +0.752408281  -0.130482883  +1290.354184    +1.3382386    -0.0150130    -0.1750548    +1
  7223   +722.300  +0.752408395  -0.130482256  +1290.366361    +1.3328761    -0.0146541    -0.1748996    +1
  7224   +722.400  +0.752408512  -0.130481630  +1290.380149    +1.3274363    -0.0144548    -0.1745811    +1
  7225   +722.500  +0.752408632  -0.130481004  +1290.395578    +1.3218795    -0.0147511    -0.1743013    +1
  7226   +722.600  +0.752408754  -0.130480379  +1290.412234    +1.3162525    -0.0154845    -0.1741375    +1
  7227   +722.700  +0.752408879  -0.130479755  +1290.429340    +1.3105251    -0.0160224    -0.1740438    +1
  7228   +722.800  +0.752409007  -0.130479132  +1290.446015    +1.3046490    -0.0156156    -0.1739953    +1
